CodigoNave,Viaje,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada
CCISO,473,PE,CLLO,ES,BELA,2023-09-21,2023-10-24
CCISO,473,EC,GAQL,PE,CLLO,2023-09-19,2023-09-20
CCISO,473,PE,CLLO,US,NYOK,2023-09-22,2023-10-06
CCISO,474,PE,CLLO,US,NYOK,2023-11-02,2023-11-16
CCISO,474,US,NYOK,PE,CLLO,2023-10-18,2023-11-01
CCISO,475,ES,BELA,PE,CLLO,2023-11-10,2023-12-13
CCISO,475,PE,CLLO,ES,BELA,2023-12-14,2024-01-16
CCISO,475,EC,GAQL,PE,CLLO,2023-12-11,2024-01-13
CCISO,475,ES,BELA,EC,GAQL,2023-11-13,2023-12-10
CCISO,475,PE,CLLO,ES,BELA,2023-12-14,2024-01-13
CCISO,577,CO,BVEA,PE,CLLO,2024-03-01,2024-03-06
CCISO,577,PE,CLLO,CO,BVEA,2024-03-07,2024-03-12
CCISO,472,CO,BVEA,PE,CLLO,2023-08-08,2023-07-09
CCISO,472,PE,CLLO,CO,BVEA,2023-08-10,2023-08-14
CCOL,4,CN,SEKU,PE,CLLO,2022-11-25,2022-12-27
CCOL,4,TW,KLUG,CN,SEKU,2022-11-22,2022-11-25
CCOL,328,CN,SNGI,PE,CLLO,2022-07-14,2022-08-09
CCOL,338,CN,NNGO,PE,CLLO,2022-09-20,2022-10-18
CCOL,328,CN,NNGO,PE,CLLO,2022-07-12,2022-08-09
CCOL,328,CN,QGDO,CN,NNGO,2022-07-11,2022-07-12
CCOL,348,CN,SNGI,PE,CLLO,2022-12-01,2022-12-26
CCOL,348,MX,MANO1,PE,CLLO,2022-12-20,2022-12-27
CCOL,2,CL,VARO,KR,BSAN,2022-08-17,2022-09-23
CCOL,2,CN,QGDO,PE,CLLO,2022-07-24,2022-08-09
CCOL,2,PE,CLLO,CL,VARO,2022-08-09,2022-08-15
CCOL,3,CN,QGDO,PE,CLLO,2022-10-05,2022-10-17
CCOL,3,PE,CLLO,CL,VARO,2022-10-18,2022-10-26
CCOL,4,CN,QGDO,PE,CLLO,2022-12-17,2022-12-27
CCOL,4,PE,CLLO,CL,VARO,2022-12-28,2022-12-31
CCOL,4,PE,CLLO,KR,BSAN,2022-12-28,2023-02-09
CCOL,318,PE,CLLO,HK,HGKG,2022-08-09,2022-09-15
CCPU,335,KR,BSAN,PE,CLLO,2023-02-15,2023-04-04
CCPU,335,PE,CLLO,KR,BSAN,2023-04-05,2023-05-21
CCPU,337,KR,BSAN,PE,CLLO,2023-07-09,2023-08-22
CCPU,337,PE,CLLO,KR,BSAN,2023-08-23,2023-10-06
CCSAN,352,CN,NNGO,PE,CLLO,2022-12-31,2023-01-23
CCSAN,332,CN,NNGO,PE,CLLO,2022-08-11,2022-09-06
CCSAN,430,CN,SNGI,MX,MANO1,2023-07-29,2023-08-13
CCSAN,430,MX,MANO1,PE,CLLO,2023-08-14,2023-08-22
CCSAN,332,HK,HGKG,PE,CLLO,2022-08-04,2022-09-06
CCSAN,334,CN,NNGO,HK,HGKG,2022-12-31,2022-12-31
CCSAN,334,HK,HGKG,PE,CLLO,2022-12-22,2023-01-24
CCSAN,337,HK,HGKG,PE,CLLO,2023-07-21,2023-08-22
CCSAN,342,CN,NNGO,PE,CLLO,2022-10-21,2022-11-15
CCSAN,410,CN,NNGO,PE,CLLO,2023-03-08,2023-04-04
CCSAN,342,CN,SNGI,PE,CLLO,2022-10-20,2022-11-14
CCSAN,342,MX,MANO1,PE,CLLO,2022-11-06,2022-11-14
CCSAN,352,CN,SNGI,PE,CLLO,2022-12-29,2023-01-23
CCSAN,352,HK,HGKG,CN,SNGI,2022-12-23,2022-12-29
CCSAN,352,MX,MANO1,PE,CLLO,2023-01-18,2023-01-25
CCSAN,333,CN,SNZN,CN,NNGO,2022-10-15,2022-10-21
CCSAN,333,TW,KLUG,CN,SNZN,2022-10-05,2022-10-15
CCSAN,334,KR,BSAN,PE,CLLO,2022-12-23,2023-01-24
CCSAN,334,PE,CLLO,KR,BSAN,2023-01-25,2023-02-26
CCSAN,335,MX,MANO1,PE,CLLO,2023-03-26,2023-04-02
CCSAN,335,KR,BSAN,PE,CLLO,2023-03-11,2023-04-04
CCSAN,335,PE,CLLO,KR,BSAN,2023-04-05,2023-05-05
CCSAN,336,KR,BSAN,PE,CLLO,2023-05-01,2023-06-14
CCSAN,336,PE,CLLO,KR,BSAN,2023-06-15,2023-07-29
CCSAN,336,KR,BSAN,PE,CLLO,2023-05-05,2023-06-13
CCSAN,336,PE,CLLO,KR,BSAN,2023-06-14,2023-07-29
CCSAN,332,CL,VARO,KR,BSAN,2022-09-14,2022-10-20
CCSAN,332,CN,QGDO,PE,CLLO,2022-08-21,2022-09-05
CCSAN,332,PE,CLLO,CL,VARO,2022-09-06,2022-09-13
CCSAN,334,CN,QGDO,PE,CLLO,2023-01-14,2023-01-24
CCSAN,334,PE,CLLO,CL,VARO,2023-01-25,2023-02-01
CCSAN,342,CN,QGDO,PE,CLLO,2022-10-30,2022-11-15
CCSAN,342,PE,CLLO,CL,VARO,2022-11-16,2022-11-23
CCTA,1373,US,PERS,PE,CLLO,2022-09-06,2022-09-16
CCTA,1376,US,PERS,PE,CLLO,2023-01-10,2023-01-20
CCTA,1478,US,PERS,PE,CLLO,2023-04-04,2023-04-15
CCTA,1483,US,PERS,PE,CLLO,2023-10-31,2023-11-10
CCTA,1485,US,NWAK,PE,CLLO,2024-01-18,2024-02-02
CCTA,1374,US,PERS,PE,CLLO,2022-10-19,2022-11-09
CCTA,1375,US,PERS,PE,CLLO,2022-11-29,2022-12-09
CCTA,1477,CO,BVEA,PE,CLLO,2023-01-28,2023-02-01
CCTA,1477,PE,CLLO,CO,BVEA,2023-02-02,2023-02-05
CCTA,1479,US,PERS,PE,CLLO,2023-05-16,2023-05-26
CCTA,478,PE,CLLO,US,NYOK,2023-03-16,2023-03-28
CCTA,478,US,NYOK,PE,CLLO,2023-02-27,2023-03-15
CCTA,479,PE,CLLO,US,NYOK,2023-04-27,2023-05-10
CCTA,479,US,NYOK,PE,CLLO,2023-04-11,2023-04-26
CCTA,481,PE,CLLO,US,NYOK,2023-07-22,2023-08-03
CCTA,481,US,NYOK,PE,CLLO,2023-07-05,2023-07-19
CCTA,1477,US,PERS,PE,CLLO,2023-02-21,2023-03-03
CCTA,1478,PE,CLLO,US,NYOK,2023-03-16,2023-03-29
CCTA,1478,US,NYOK,PE,CLLO,2023-03-02,2023-03-15
CCTA,1478,US,PERS,PE,CLLO,2023-04-04,2023-04-14
CCTA,1480,PA,MANO,PE,CLLO,2023-07-02,2023-07-08
CCTA,1480,US,PERS,PA,MANO,2023-06-27,2023-07-02
CCTA,1480,BR,SNTS,PE,CLLO,2023-05-10,2023-06-08
CCTA,1480,PE,CLLO,BR,SNTS,2023-06-09,2023-07-06
CCTA,1481,US,PERS,PE,CLLO,2023-08-08,2023-08-18
CCTA,1481,BR,SNTS,PE,CLLO,2023-06-21,2023-07-19
CCTA,1481,PE,CLLO,BR,SNTS,2023-07-20,2023-08-17
CCTA,1482,BR,SNTS,PE,CLLO,2023-06-02,2023-08-31
CCTA,1482,PE,CLLO,BR,SNTS,2023-09-01,2023-09-29
CCTA,1484,CO,BVEA,PE,CLLO,2023-11-18,2023-11-22
CCTA,1484,PE,CLLO,CO,BVEA,2023-11-23,2023-11-27
CCTA,1586,CO,BVEA,PE,CLLO,2024-02-09,2024-02-13
CCTA,1586,PE,CLLO,CO,BVEA,2024-02-14,2024-02-18
CCTA,479,ES,VENA2,PE,CLLO,2023-03-24,2023-04-26
CCTA,479,PE,CLLO,ES,VENA2,2023-04-27,2023-05-29
CCTA,485,CO,BVEA,PE,CLLO,2023-12-30,2024-01-03
CCTA,485,PE,CLLO,CO,BVEA,2024-01-04,2024-01-08
CCTA,1374,CL,SNTO,PE,CLLO,2022-10-22,2022-10-28
CCTA,1374,PE,CLLO,CL,SNTO,2022-10-29,2022-11-04
CCTA,374,PE,CLLO,US,NYOK,2022-09-29,2022-10-14
CCTA,374,US,NYOK,PE,CLLO,2022-09-11,2022-09-28
CCTA,376,PE,CLLO,US,NYOK,2022-12-21,2023-01-05
CCTA,376,US,NYOK,PE,CLLO,2022-12-15,2022-12-20
CCTA,1372,PE,CLLO,US,NYOK,2022-07-05,2022-07-19
CCTA,1372,US,NYOK,PE,CLLO,2022-06-16,2022-07-05
CCTA,1375,PE,CLLO,US,NYOK,2022-11-10,2022-11-26
CCTA,1375,US,NYOK,PE,CLLO,2022-10-26,2022-11-09
CCTA,1376,PE,CLLO,US,NYOK,2022-12-22,2023-01-04
CCTA,1376,US,NYOK,PE,CLLO,2022-12-07,2022-12-21
CCTA,1477,BR,SNTS,PE,CLLO,2023-01-14,2023-02-01
CCTA,1477,PE,CLLO,BR,SNTS,2023-02-02,2023-03-03
CELST,3238,ES,BELA,PE,CLLO,2022-09-18,2022-10-17
CELST,4210,EC,GAQL,PE,CLLO,2023-03-30,2023-04-03
CELST,4210,ES,BELA,EC,GAQL,2023-03-06,2023-03-29
CELST,4210,PE,CLLO,CL,VARO,2025-02-02,2025-02-04
CELST,3138,EC,GAQL,PE,CLLO,2022-10-13,2022-10-17
CELST,3238,PA,MANO,PE,CLLO,2022-10-07,2022-10-17
CELST,3246,EC,GAQL,PE,CLLO,2022-12-08,2022-12-12
CELST,4226,CA,MTRL,PE,CLLO,2023-07-05,2023-07-24
CELST,4226,PE,CLLO,CA,MTRL,2023-07-25,2023-08-15
CELST,4242,EC,GAQL,PE,CLLO,2023-11-09,2023-11-13
CELST,4242,ES,VENA2,PE,CLLO,2023-10-16,2023-11-13
CELST,4242,PE,CLLO,ES,VENA2,2023-11-14,2023-12-12
CELST,506,ES,VENA2,PE,CLLO,2024-02-03,2024-03-04
CELST,506,PE,CLLO,ES,VENA2,2024-03-04,2024-04-04
CELST,473,ES,VENA2,PE,CLLO,2022-07-26,2022-08-21
CIQU,1,HK,HGKG,PE,CLLO,2023-11-24,2023-12-26
CMAME,4216,EC,GAQL,PE,CLLO,2023-05-11,2023-05-15
CMAME,4216,FR,LAVE,PE,CLLO,2023-05-05,2023-05-15
CMAME,4216,PE,CLLO,FR,LAVE,2023-05-16,2023-06-20
CMAME,512,ES,BLBO,PE,CLLO,2024-03-07,2024-04-15
CMAME,4224,CA,MTRL,PE,CLLO,2023-06-06,2023-07-11
CMAME,4224,PE,CLLO,CA,MTRL,2023-07-12,2023-08-16
CMAME,4240,EC,GAQL,PE,CLLO,2023-10-26,2023-10-30
CMAME,4240,ES,VENA2,PE,CLLO,2023-10-04,2023-10-30
CMAME,4240,PE,CLLO,ES,VENA2,2023-10-31,2023-11-26
CMBAR,21,TR,MRSN,PE,CLLO,2024-03-23,2024-05-09
CMBAR,4136,CL,VARO,PE,CLLO,2023-09-22,2023-10-07
CMBAR,4136,PA,CLON1,GT,GALY,2023-10-13,2023-10-18
CMBAR,4136,PE,CLLO,PA,CLON1,2023-10-09,2023-10-13
CMBAR,4152,PA,MANO,PE,CLLO,2024-01-13,2024-01-18
CMBAR,428,CL,VARO,PE,CLLO,2023-08-01,2023-08-04
CMBAR,428,PE,CLLO,CL,VARO,2023-08-05,2023-08-09
CMBAR,444,CL,VARO,PE,CLLO,2023-11-29,2023-12-02
CMBAR,452,CL,VARO,PE,CLLO,2024-01-24,2024-01-27
CMBAR,508,CL,VARO,PE,CLLO,2024-03-20,2024-03-23
CMBAR,516,CL,VARO,PE,CLLO,2024-05-15,2024-05-18
CMBAR,1436,CL,VARO,PE,CLLO,2023-10-04,2023-10-07
CMBAR,4128,CL,VARO,PE,CLLO,2023-08-09,2023-08-12
CMBAR,4128,PE,CLLO,CA,MTRL,2023-08-15,2023-08-30
CMBAR,4128,DE,HBUG,PE,CLLO,2023-07-15,2023-08-12
CMBAR,4128,PE,CLLO,DE,HBUG,2023-08-15,2023-09-10
CMBAR,4144,PA,CLON1,PE,CLLO,2023-11-27,2023-12-02
CMBAR,4144,PE,CLLO,PA,CLON1,2023-12-03,2023-12-08
CMBAR,428,ES,BELA,PE,CLLO,2023-07-10,2023-08-12
CMBAR,428,PE,CLLO,ES,BELA,2023-08-13,2023-09-15
CMBAR,436,ES,VENA2,PE,CLLO,2023-09-14,2023-10-08
CMBAR,436,PE,CLLO,ES,VENA2,2023-10-09,2023-11-02
CMBAR,444,ES,BELA,PE,CLLO,2023-10-30,2023-12-02
CMBAR,444,PE,CLLO,ES,BELA,2023-12-03,2024-01-05
CMBAR,444,CL,VARO,PE,CLLO,2023-11-19,2023-11-23
CMBAR,444,PE,CLLO,CL,VARO,2023-11-24,2023-11-28
CMBAR,452,CL,VARO,PE,CLLO,2024-01-14,2024-01-18
CMBAR,452,PE,CLLO,CL,VARO,2024-01-19,2024-01-23
CMBAR,508,CL,VARO,PE,CLLO,2024-03-10,2024-03-14
CMBAR,508,PE,CLLO,CL,VARO,2024-03-15,2024-03-19
CMBAR,516,CL,VARO,PE,CLLO,2024-05-05,2024-05-09
CMBAR,516,PE,CLLO,CL,VARO,2024-05-09,2024-05-14
CMBAR,524,CL,VARO,PE,CLLO,2024-06-30,2024-07-04
CMBAR,524,PE,CLLO,CL,VARO,2024-07-05,2024-07-09
CMBAR,428,CL,VARO,PE,CLLO,2023-08-01,2023-08-02
CMBAR,428,PE,CLLO,CL,VARO,2023-08-03,2023-08-08
CMCGOT,435,HK,HGKG,PE,CLLO,2023-08-29,2023-09-29
CMCGOT,1338,CN,NNGO,PE,CLLO,2022-09-26,2022-10-31
CMCGRA,0,CN,NNGO,PE,CLLO,2022-10-03,2022-11-08
CMLT,345,CN,SNZN,PE,CLLO,2022-11-06,2022-12-08
CNPP,2419,ES,VENA2,PE,CLLO,2023-11-27,2023-12-16
CNPP,2424,ES,VENA2,PE,CLLO,2024-02-07,2024-02-28
CNPP,510,ES,BELA,PE,CLLO,2024-04-24,2024-05-19
CNPP,1505,ES,VENA2,PE,CLLO,2024-04-22,2024-05-19
CNPP,1505,IT,VLIE,ES,VENA2,2024-04-15,2024-04-21
COAMA,26,CN,SNGI,PE,CLLO,2022-06-27,2022-07-22
COAMA,27,CN,SNGI,PE,CLLO,2022-09-05,2022-10-01
COAMA,31,CN,JNGN1,TW,KHIG,2023-04-23,2023-04-28
COAMA,31,CN,SNGI,PE,CLLO,2023-05-08,2023-06-09
COAMA,31,TW,KHIG,CN,SNGI,2023-04-30,2023-05-07
COAMA,33,TW,KHIG,PE,CLLO,2023-09-18,2023-10-27
COAMA,34,TW,KHIG,PE,CLLO,2023-11-27,2024-01-05
COAMA,36,TW,KHIG,PE,CLLO,2024-04-14,2024-05-24
COAMA,26,TW,KHIG,PE,CLLO,2022-06-20,2022-07-22
COAMA,30,CN,SNGI,PE,CLLO,2023-02-26,2023-03-25
COAMA,30,GT,PQUL,PE,CLLO,2023-03-12,2023-03-24
COAMA,30,PE,CLLO,GT,PQUL,2023-03-26,2023-04-06
COAMA,32,MX,MANO1,PE,CLLO,2023-08-02,2023-08-11
COAMA,32,TW,KHIG,MX,MANO1,2023-07-12,2023-08-01
COAR,1341,CO,BVEA,PE,CLLO,2022-10-16,2022-10-21
COAR,1410,EC,GAQL,PE,CLLO,2023-03-11,2023-03-15
COAR,1410,PE,CLLO,EC,GAQL,2023-03-16,2023-03-19
COAR,1419,EC,GAQL,PE,CLLO,2023-05-14,2023-05-18
COAR,1419,PE,CLLO,EC,GAQL,2023-05-19,2023-05-22
COAR,1428,MX,MANO1,PE,CLLO,2023-07-18,2023-07-19
COAR,1428,PE,CLLO,MX,MANO1,2023-07-20,2023-07-27
COAR,1518,EC,GAQL,PE,CLLO,2024-05-04,2024-05-08
COAR,1518,PE,CLLO,EC,GAQL,2024-05-09,2024-05-13
COAR,1521,EC,GAQL,PE,CLLO,2024-05-27,2024-05-30
COAR,1521,PE,CLLO,EC,GAQL,2024-05-30,2024-06-02
COAR,1338,CO,BVEA,PE,CLLO,2022-09-25,2022-10-02
COAR,1341,CO,BVEA,PE,CLLO,2022-10-16,2022-10-23
COAR,1344,CO,BVEA,PE,CLLO,2022-11-06,2022-11-11
COAR,1347,CO,BVEA,PE,CLLO,2022-11-27,2022-12-02
COAR,1350,CO,BVEA,PE,CLLO,2022-12-18,2022-12-21
COAR,1401,CO,BVEA,PE,CLLO,2023-01-08,2023-01-11
COAR,1404,CO,BVEA,PE,CLLO,2023-01-29,2023-02-01
COAR,1407,CO,BVEA,PE,CLLO,2023-02-19,2023-02-22
COAR,1413,CO,BVEA,PE,CLLO,2023-04-02,2023-04-06
COAR,1416,CO,BVEA,PE,CLLO,2023-04-23,2023-04-26
COAR,1423,CO,BVEA,PE,CLLO,2023-06-11,2023-06-15
COAR,1425,CO,BVEA,PE,CLLO,2023-06-25,2023-06-28
COAR,1425,EC,GAQL,MX,MANO1,2023-07-03,2023-07-07
COAR,1425,MX,MANO1,PE,CLLO,2023-06-27,2023-06-29
COAR,1425,PE,CLLO,EC,GAQL,2023-06-30,2023-07-02
COAR,1428,CO,BVEA,PE,CLLO,2023-07-16,2023-07-19
COAR,1428,EC,GAQL,PE,CLLO,2023-07-18,2023-07-20
COAR,1428,PE,CLLO,EC,GAQL,2023-07-21,2023-07-23
COAR,1431,CO,BVEA,PE,CLLO,2023-08-06,2023-08-11
COAR,1503,EC,GAQL,PE,CLLO,2024-01-23,2024-01-25
COAR,1503,PE,CLLO,EC,GAQL,2024-01-26,2024-01-28
COAR,1506,EC,GAQL,PE,CLLO,2024-02-12,2024-02-14
COAR,1506,PE,CLLO,EC,GAQL,2024-02-15,2024-02-17
COAR,1509,EC,GAQL,PE,CLLO,2024-03-04,2024-03-06
COAR,1509,PE,CLLO,EC,GAQL,2024-03-07,2024-03-09
COAR,1512,EC,GAQL,PE,CLLO,2024-03-24,2024-03-27
COAR,1512,PE,CLLO,EC,GAQL,2024-03-28,2024-03-31
COAR,1515,EC,GAQL,PE,CLLO,2024-04-15,2024-04-17
COAR,1515,PE,CLLO,EC,GAQL,2024-04-18,2024-04-21
COAR,1518,EC,GAQL,PE,CLLO,2024-05-06,2024-05-08
COAR,1518,PE,CLLO,EC,GAQL,2024-05-09,2024-05-12
COAR,1521,EC,GAQL,PE,CLLO,2024-05-27,2024-05-29
COAR,1332,EC,GAQL,PE,CLLO,2022-08-16,2022-08-18
COAR,1332,PE,CLLO,EC,GAQL,2022-08-18,2022-08-20
COAR,1335,EC,GAQL,PE,CLLO,2022-09-06,2022-09-08
COAR,1335,PE,CLLO,EC,GAQL,2022-09-09,2022-09-11
COAR,1338,EC,GAQL,PE,CLLO,2022-09-26,2022-09-29
COAR,1338,PE,CLLO,EC,GAQL,2022-09-30,2022-10-02
COAR,1347,EC,GAQL,PE,CLLO,2022-11-29,2022-12-01
COAR,1347,PE,CLLO,EC,GAQL,2022-12-02,2022-12-05
COAR,1347,EC,GAQL,PE,CLLO,2022-11-27,2022-11-30
COAR,1347,PE,CLLO,EC,GAQL,2022-12-01,2022-12-04
COAR,1401,EC,GAQL,PE,CLLO,2023-01-09,2023-01-12
COAR,1401,PE,CLLO,EC,GAQL,2023-01-13,2023-01-15
COAR,1524,EC,GAQL,PE,CLLO,2024-06-16,2024-06-19
COAR,1524,PE,CLLO,EC,GAQL,2024-06-20,2024-06-23
COAR,1431,EC,GAQL,MX,MANO1,2023-08-12,2023-08-17
COAR,1431,MX,MANO1,PE,CLLO,2023-08-08,2023-08-10
COAR,1431,PE,CLLO,EC,GAQL,2023-08-11,2023-08-13
CODU,8,KR,BSAN,PE,CLLO,2022-11-08,2022-12-23
CODU,8,PE,CLLO,KR,BSAN,2022-12-24,2023-02-04
CODU,9,CN,JNGN1,CN,SNGI,2023-01-26,2023-01-27
CODU,9,CN,SNGI,PE,CLLO,2023-02-03,2023-03-04
CODU,9,GT,PQUL,PE,CLLO,2023-03-02,2023-03-13
CODU,9,PE,CLLO,GT,PQUL,2023-03-14,2023-03-27
CODU,10,NI,CINO,PE,CLLO,2023-05-12,2023-05-22
CODU,10,PE,CLLO,NI,CINO,2023-05-23,2023-06-06
COME,0,CO,BVEA,PE,CLLO,2022-07-31,2022-08-03
COME,1336,CO,BVEA,PE,CLLO,2022-09-11,2022-09-14
COME,1342,EC,GAQL,PE,CLLO,2022-10-27,2022-10-28
COME,1342,PE,CLLO,EC,GAQL,2022-10-29,2022-11-01
COME,1408,EC,GAQL,PE,CLLO,2023-02-27,2023-03-02
COME,1408,PE,CLLO,EC,GAQL,2023-03-03,2023-03-05
COME,1417,EC,GAQL,PE,CLLO,2023-04-23,2023-05-04
COME,1417,PE,CLLO,EC,GAQL,2023-05-04,2023-05-06
COME,1420,TW,KHIG,PE,CLLO,2023-04-15,2023-05-25
COME,1438,EC,GAQL,PE,CLLO,2023-09-26,2023-09-28
COME,1438,PE,CLLO,EC,GAQL,2023-09-29,2023-10-01
COME,1339,CO,BVEA,PE,CLLO,2022-10-02,2022-10-09
COME,1342,CO,BVEA,PE,CLLO,2022-10-23,2022-10-30
COME,1345,CO,BVEA,PE,CLLO,2022-11-13,2022-11-18
COME,1348,CO,BVEA,PE,CLLO,2022-12-04,2022-12-07
COME,1402,CO,BVEA,PE,CLLO,2023-01-15,2023-01-18
COME,1408,CO,BVEA,PE,CLLO,2023-02-26,2023-03-01
COME,1411,CO,BVEA,PE,CLLO,2023-03-19,2023-03-23
COME,1414,CO,BVEA,PE,CLLO,2023-04-09,2023-04-12
COME,1420,EC,GAQL,PE,CLLO,2023-05-23,2023-05-25
COME,1420,PE,CLLO,EC,GAQL,2023-05-26,2023-05-28
COME,1426,CO,BVEA,PE,CLLO,2023-07-02,2023-07-05
COME,1426,EC,GAQL,PE,CLLO,2023-06-30,2023-07-06
COME,1426,PE,CLLO,EC,GAQL,2023-07-07,2023-07-09
COME,1429,CO,BVEA,PE,CLLO,2023-07-23,2023-07-26
COME,1432,CO,BVEA,PE,CLLO,2023-08-13,2023-08-17
COME,1432,CL,AICA,PE,CLLO,2023-08-15,2023-08-16
COME,1432,EC,GAQL,MX,MANO1,2023-08-21,2023-08-28
COME,1432,PE,CLLO,EC,GAQL,2023-08-18,2023-08-20
COME,1438,MX,MANO1,PE,CLLO,2023-09-19,2023-09-27
COME,1438,PE,CLLO,MX,MANO1,2023-09-28,2023-10-06
COME,1441,EC,GAQL,PE,CLLO,2023-10-17,2023-10-19
COME,1441,PE,CLLO,EC,GAQL,2023-10-20,2023-10-22
COME,1444,EC,GAQL,PE,CLLO,2023-11-06,2023-11-08
COME,1444,PE,CLLO,EC,GAQL,2023-11-09,2023-11-11
COME,1447,EC,GAQL,PE,CLLO,2023-11-27,2023-11-29
COME,1447,PE,CLLO,EC,GAQL,2023-11-30,2023-12-02
COME,1504,EC,GAQL,PE,CLLO,2024-01-29,2024-01-31
COME,1504,PE,CLLO,EC,GAQL,2024-02-01,2024-02-04
COME,1504,PE,CLLO,EC,GAQL,2024-02-01,2024-02-03
COME,1507,EC,GAQL,PE,CLLO,2024-02-19,2024-02-21
COME,1507,PE,CLLO,EC,GAQL,2024-02-22,2024-02-24
COME,1510,EC,GAQL,PE,CLLO,2024-03-10,2024-03-13
COME,1510,PE,CLLO,EC,GAQL,2024-03-14,2024-03-17
COME,1513,EC,GAQL,PE,CLLO,2024-04-01,2024-04-03
COME,1513,PE,CLLO,EC,GAQL,2024-04-04,2024-05-06
COME,1516,EC,GAQL,PE,CLLO,2024-04-22,2024-04-24
COME,1516,PE,CLLO,EC,GAQL,2024-04-25,2024-04-28
COME,1519,EC,GAQL,PE,CLLO,2024-05-13,2024-05-15
COME,1519,PE,CLLO,EC,GAQL,2024-05-16,2024-05-19
COME,1522,EC,GAQL,PE,CLLO,2024-06-03,2024-06-05
COME,1522,PE,CLLO,EC,GAQL,2024-06-06,2024-06-09
COME,1327,EC,GAQL,PE,CLLO,2022-07-14,2022-07-14
COME,1327,PE,CLLO,EC,GAQL,2022-07-14,2022-07-14
COME,1330,EC,GAQL,PE,CLLO,2022-08-02,2022-08-04
COME,1330,PE,CLLO,EC,GAQL,2022-08-05,2022-08-07
COME,1333,EC,GAQL,PE,CLLO,2022-08-23,2022-08-25
COME,1333,PE,CLLO,EC,GAQL,2022-08-25,2022-08-27
COME,1333,PE,CLLO,NI,MAGA,2022-08-25,2022-09-13
COME,1336,EC,GAQL,PE,CLLO,2022-09-13,2022-09-15
COME,1336,PE,CLLO,EC,GAQL,2022-09-16,2022-09-18
COME,1336,EC,GAQL,PE,CLLO,2022-09-12,2022-09-14
COME,1336,PE,CLLO,EC,GAQL,2022-09-15,2022-09-17
COME,1345,EC,GAQL,PE,CLLO,2022-11-15,2022-11-16
COME,1345,PE,CLLO,EC,GAQL,2022-11-17,2022-11-20
COME,1348,EC,GAQL,PE,CLLO,2022-12-03,2022-12-07
COME,1348,PE,CLLO,EC,GAQL,2022-12-08,2022-12-11
COME,1525,EC,GAQL,PE,CLLO,2024-06-23,2024-05-26
COME,1525,PE,CLLO,EC,GAQL,2024-06-27,2024-06-30
COME,1429,EC,GAQL,MX,MANO1,2023-08-01,2023-08-05
COME,1429,MX,MANO1,PE,CLLO,2023-07-25,2023-07-26
COME,1429,PE,CLLO,EC,GAQL,2023-07-29,2023-07-31
CORSK,1405,TW,KLUG,PE,CLLO,2023-04-19,2023-05-24
COSTI,7,CN,SNGI,PE,CLLO,2022-11-28,2022-12-23
COSTI,7,HK,HGKG,CN,SNGI,2022-11-23,2022-11-28
COSTI,1007,CN,YTIN,PE,CLLO,2022-11-23,2022-12-23
COSTI,101,CN,SNGI,PE,CLLO,2023-02-20,2023-03-18
COSTI,7,CL,VARO,PE,CLLO,2022-12-18,2022-12-23
COSTI,7,PE,CLLO,CL,VARO,2022-12-24,2022-12-29
COSU,2,HK,HGKG,PE,CLLO,2022-12-07,2023-01-07
COTIA,2,TW,KHIG,PE,CLLO,2022-08-04,2022-09-03
CPON,3,HK,HGKG,PE,CLLO,2024-02-16,2024-03-19
CRED,1506,ES,BELA,PE,CLLO,2024-05-11,2024-05-24
CRED,1506,IT,VLIE,ES,BELA,2024-04-27,2024-05-10
CRED,1405,ES,VENA2,PE,CLLO,2023-04-23,2023-05-14
CRED,1415,ES,VENA2,PE,CLLO,2023-07-07,2023-08-18
CRED,1415,PE,CLLO,ES,VENA2,2023-08-19,2023-09-10
CRED,1415,ES,BELA,PE,CLLO,2023-09-23,2023-10-15
CRED,1415,IT,VLIE,ES,BELA,2023-09-21,2023-09-23
CRED,1420,ES,VENA2,PE,CLLO,2023-12-09,2023-12-30
CRED,1420,IT,VLIE,ES,VENA2,2023-12-07,2023-12-09
CRED,1501,IT,VLIE,PE,CLLO,2024-02-18,2024-03-12
CRED,511,ES,BELA,PE,CLLO,2024-05-11,2024-06-05
CRED,1410,ES,BELA,PE,CLLO,2023-05-05,2023-05-29
CRED,1410,PE,CLLO,ES,BELA,2023-05-30,2023-06-23
CRED,1410,ES,VENA2,PE,CLLO,2023-04-05,2023-04-29
CRED,1410,PE,CLLO,ES,VENA2,2023-05-31,2023-06-24
CRED,1410,ES,BELA,ES,VENA2,2023-07-05,2023-07-06
CRED,1410,ES,VENA2,PE,CLLO,2023-07-07,2023-07-30
CRED,1410,IT,VLIE,ES,BELA,2023-07-03,2023-07-04
CRED,1415,ES,BELA,PE,CLLO,2023-07-26,2023-08-18
CRED,1415,PE,CLLO,ES,BELA,2023-08-19,2023-09-13
CRISTA,2,NL,RERM,PE,CLLO,2023-08-09,2023-08-15
CRISTA,2,PE,CLLO,NL,RERM,2023-08-16,2023-09-12
CRISTA,4,PA,BLBA,PE,CLLO,2023-12-05,2023-12-19
CRISTA,4,PA,MANO,PA,BLBA,2023-12-05,2023-12-05
