CodigoNave,Viaje,Rumbo,CodigoPaisCarga,CodigoPuertoCarga,CodigoPaisDesCarga,CodigoPuertoDesCarga,fechaSalida,fechaLlegada,ClaveCarga,ClaveDesCarga,CodigoPuertoCargaAntiguo,CodigoPuertoDesCargaAntiguo
CCFL,113,E,TW,KHIG,PE,CLLO,2024-01-22,2024-02-23,KHH|TW,CLL|PE,KHH,CLL
CCFL,114,E,CN,JNGN1,PE,CLLO,2024-04-07,2024-05-21,JMN|CN,CLL|PE,JMN,CLL
CCFL,111,E,TW,KHIG,PE,CLLO,2023-10-18,2023-12-02,KHH|TW,CLL|PE,KHH,CLL
CCISO,471,N,PE,CLLO,US,NYOK,2023-06-30,2023-07-13,CLL|PE,NYC|US,CLL,NYC
CCISO,471,N,US,NYOK,PE,CLLO,2023-06-14,2023-06-28,NYC|US,CLL|PE,NYC,CLL
CCISO,1471,S,US,PERS,PE,CLLO,2023-07-18,2023-07-28,PEF|US,CLL|PE,PEF,CLL
CCISO,1472,S,US,PERS,PE,CLLO,2023-08-29,2023-09-08,PEF|US,CLL|PE,PEF,CLL
CCISO,1473,N,US,PERS,PE,CLLO,2023-10-10,2023-10-21,PEF|US,CLL|PE,PEF,CLL
CCISO,1475,S,CL,SICE,PE,CLLO,2024-01-08,2024-01-13,SVE|CL,CLL|PE,SVE,CLL
CCISO,1475,S,PE,CLLO,CL,SICE,2024-01-13,2024-01-21,CLL|PE,SVE|CL,CLL,SVE
CCISO,1576,NB,CO,BVEA,PE,CLLO,2024-01-18,2024-01-23,BUN|CO,CLL|PE,BUN,CLL
CCISO,1576,NB,PE,CLLO,CO,BVEA,2024-01-25,2024-01-29,CLL|PE,BUN|CO,CLL,BUN
CCISO,1577,N,PE,CLLO,TT,POEA,2024-03-07,2024-03-29,CLL|PE,POS|TT,CLL,POS
CCISO,1577,N,TT,POEA,PE,CLLO,2024-02-13,2024-03-06,POS|TT,CLL|PE,POS,CLL
CCISO,472,N,ES,BELA,PE,CLLO,2023-07-12,2023-08-09,BCN|ES,CLL|PE,BCN,CLL
CCISO,472,N,PE,CLLO,ES,BELA,2023-08-10,2023-09-12,CLL|PE,BCN|ES,CLL,BCN
CCISO,473,N,ES,BELA,PE,CLLO,2023-08-18,2023-09-20,BCN|ES,CLL|PE,BCN,CLL
CCISO,473,N,PE,CLLO,ES,BELA,2023-09-21,2023-10-24,CLL|PE,BCN|ES,CLL,BCN
CCISO,473,N,EC,GAQL,PE,CLLO,2023-09-19,2023-09-20,GYE|EC,CLL|PE,GYE,CLL
CCISO,473,N,PE,CLLO,US,NYOK,2023-09-22,2023-10-06,CLL|PE,NYC|US,CLL,NYC
CCISO,474,N,PE,CLLO,US,NYOK,2023-11-02,2023-11-16,CLL|PE,NYC|US,CLL,NYC
CCISO,474,N,US,NYOK,PE,CLLO,2023-10-18,2023-11-01,NYC|US,CLL|PE,NYC,CLL
CCISO,475,N,ES,BELA,PE,CLLO,2023-11-10,2023-12-13,BCN|ES,CLL|PE,BCN,CLL
CCISO,475,N,PE,CLLO,ES,BELA,2023-12-14,2024-01-16,CLL|PE,BCN|ES,CLL,BCN
CCISO,475,N,EC,GAQL,PE,CLLO,2023-12-11,2024-01-13,GYE|EC,CLL|PE,GYE,CLL
CCISO,475,N,ES,BELA,EC,GAQL,2023-11-13,2023-12-10,BCN|ES,GYE|EC,BCN,GYE
CCISO,475,N,PE,CLLO,ES,BELA,2023-12-14,2024-01-13,CLL|PE,BCN|ES,CLL,BCN
CCISO,577,N,CO,BVEA,PE,CLLO,2024-03-01,2024-03-06,BUN|CO,CLL|PE,BUN,CLL
CCISO,577,N,PE,CLLO,CO,BVEA,2024-03-07,2024-03-12,CLL|PE,BUN|CO,CLL,BUN
CCISO,472,N,CO,BVEA,PE,CLLO,2023-08-08,2023-07-09,BUN|CO,CLL|PE,BUN,CLL
CCISO,472,N,PE,CLLO,CO,BVEA,2023-08-10,2023-08-14,CLL|PE,BUN|CO,CLL,BUN
CCOL,4,E,CN,SEKU,PE,CLLO,2022-11-25,2022-12-27,SHK|CN,CLL|PE,SHK,CLL
CCOL,4,E,TW,KLUG,CN,SEKU,2022-11-22,2022-11-25,KEL|TW,SHK|CN,KEL,SHK
CCOL,328,E,CN,SNGI,PE,CLLO,2022-07-14,2022-08-09,SHA|CN,CLL|PE,SHA,CLL
CCOL,338,EB,CN,NNGO,PE,CLLO,2022-09-20,2022-10-18,NGB|CN,CLL|PE,NGB,CLL
CCOL,328,E,CN,NNGO,PE,CLLO,2022-07-12,2022-08-09,NGB|CN,CLL|PE,NGB,CLL
CCOL,328,E,CN,QGDO,CN,NNGO,2022-07-11,2022-07-12,TAO|CN,NGB|CN,TAO,NGB
CCOL,348,E,CN,SNGI,PE,CLLO,2022-12-01,2022-12-26,SHA|CN,CLL|PE,SHA,CLL
CCOL,348,W,MX,MANO1,PE,CLLO,2022-12-20,2022-12-27,ZLO|MX,CLL|PE,ZLO,CLL
CCOL,2,W,CL,VARO,KR,BSAN,2022-08-17,2022-09-23,VAP|CL,PUS|KR,VAP,PUS
CCOL,2,W,CN,QGDO,PE,CLLO,2022-07-24,2022-08-09,TAO|CN,CLL|PE,TAO,CLL
CCOL,2,W,PE,CLLO,CL,VARO,2022-08-09,2022-08-15,CLL|PE,VAP|CL,CLL,VAP
CCOL,3,W,CN,QGDO,PE,CLLO,2022-10-05,2022-10-17,TAO|CN,CLL|PE,TAO,CLL
CCOL,3,W,PE,CLLO,CL,VARO,2022-10-18,2022-10-26,CLL|PE,VAP|CL,CLL,VAP
CCOL,4,W,CN,QGDO,PE,CLLO,2022-12-17,2022-12-27,TAO|CN,CLL|PE,TAO,CLL
CCOL,4,W,PE,CLLO,CL,VARO,2022-12-28,2022-12-31,CLL|PE,VAP|CL,CLL,VAP
CCOL,4,W,PE,CLLO,KR,BSAN,2022-12-28,2023-02-09,CLL|PE,PUS|KR,CLL,PUS
CCOL,318,W,PE,CLLO,HK,HGKG,2022-08-09,2022-09-15,CLL|PE,HKG|HK,CLL,HKG
CCPU,335,W,KR,BSAN,PE,CLLO,2023-02-15,2023-04-04,PUS|KR,CLL|PE,PUS,CLL
CCPU,335,W,PE,CLLO,KR,BSAN,2023-04-05,2023-05-21,CLL|PE,PUS|KR,CLL,PUS
CCPU,337,W,KR,BSAN,PE,CLLO,2023-07-09,2023-08-22,PUS|KR,CLL|PE,PUS,CLL
CCPU,337,W,PE,CLLO,KR,BSAN,2023-08-23,2023-10-06,CLL|PE,PUS|KR,CLL,PUS
CCSAN,352,EB,CN,NNGO,PE,CLLO,2022-12-31,2023-01-23,NGB|CN,CLL|PE,NGB,CLL
CCSAN,332,E,CN,NNGO,PE,CLLO,2022-08-11,2022-09-06,NGB|CN,CLL|PE,NGB,CLL
CCSAN,430,E,CN,SNGI,MX,MANO1,2023-07-29,2023-08-13,SHA|CN,ZLO|MX,SHA,ZLO
CCSAN,430,E,MX,MANO1,PE,CLLO,2023-08-14,2023-08-22,ZLO|MX,CLL|PE,ZLO,CLL
CCSAN,332,E,HK,HGKG,PE,CLLO,2022-08-04,2022-09-06,HKG|HK,CLL|PE,HKG,CLL
CCSAN,334,E,CN,NNGO,HK,HGKG,2022-12-31,2022-12-31,NGB|CN,HKG|HK,NGB,HKG
CCSAN,334,E,HK,HGKG,PE,CLLO,2022-12-22,2023-01-24,HKG|HK,CLL|PE,HKG,CLL
CCSAN,337,E,HK,HGKG,PE,CLLO,2023-07-21,2023-08-22,HKG|HK,CLL|PE,HKG,CLL
CCSAN,342,E,CN,NNGO,PE,CLLO,2022-10-21,2022-11-15,NGB|CN,CLL|PE,NGB,CLL
CCSAN,410,E,CN,NNGO,PE,CLLO,2023-03-08,2023-04-04,NGB|CN,CLL|PE,NGB,CLL
CCSAN,342,E,CN,SNGI,PE,CLLO,2022-10-20,2022-11-14,SHA|CN,CLL|PE,SHA,CLL
CCSAN,342,W,MX,MANO1,PE,CLLO,2022-11-06,2022-11-14,ZLO|MX,CLL|PE,ZLO,CLL
CCSAN,352,E,CN,SNGI,PE,CLLO,2022-12-29,2023-01-23,SHA|CN,CLL|PE,SHA,CLL
CCSAN,352,E,HK,HGKG,CN,SNGI,2022-12-23,2022-12-29,HKG|HK,SHA|CN,HKG,SHA
CCSAN,352,W,MX,MANO1,PE,CLLO,2023-01-18,2023-01-25,ZLO|MX,CLL|PE,ZLO,CLL
CCSAN,333,E,CN,SNZN,CN,NNGO,2022-10-15,2022-10-21,SZX|CN,NGB|CN,SZX,NGB
CCSAN,333,E,TW,KLUG,CN,SNZN,2022-10-05,2022-10-15,KEL|TW,SZX|CN,KEL,SZX
CCSAN,334,WB,KR,BSAN,PE,CLLO,2022-12-23,2023-01-24,PUS|KR,CLL|PE,PUS,CLL
CCSAN,334,WB,PE,CLLO,KR,BSAN,2023-01-25,2023-02-26,CLL|PE,PUS|KR,CLL,PUS
CCSAN,335,E,MX,MANO1,PE,CLLO,2023-03-26,2023-04-02,ZLO|MX,CLL|PE,ZLO,CLL
CCSAN,335,W,KR,BSAN,PE,CLLO,2023-03-11,2023-04-04,PUS|KR,CLL|PE,PUS,CLL
CCSAN,335,W,PE,CLLO,KR,BSAN,2023-04-05,2023-05-05,CLL|PE,PUS|KR,CLL,PUS
CCSAN,336,W,KR,BSAN,PE,CLLO,2023-05-01,2023-06-14,PUS|KR,CLL|PE,PUS,CLL
CCSAN,336,W,PE,CLLO,KR,BSAN,2023-06-15,2023-07-29,CLL|PE,PUS|KR,CLL,PUS
CCSAN,336,W,KR,BSAN,PE,CLLO,2023-05-05,2023-06-13,PUS|KR,CLL|PE,PUS,CLL
CCSAN,336,W,PE,CLLO,KR,BSAN,2023-06-14,2023-07-29,CLL|PE,PUS|KR,CLL,PUS
CCSAN,332,W,CL,VARO,KR,BSAN,2022-09-14,2022-10-20,VAP|CL,PUS|KR,VAP,PUS
CCSAN,332,W,CN,QGDO,PE,CLLO,2022-08-21,2022-09-05,TAO|CN,CLL|PE,TAO,CLL
CCSAN,332,W,PE,CLLO,CL,VARO,2022-09-06,2022-09-13,CLL|PE,VAP|CL,CLL,VAP
CCSAN,334,W,CN,QGDO,PE,CLLO,2023-01-14,2023-01-24,TAO|CN,CLL|PE,TAO,CLL
CCSAN,334,W,PE,CLLO,CL,VARO,2023-01-25,2023-02-01,CLL|PE,VAP|CL,CLL,VAP
CCSAN,342,W,CN,QGDO,PE,CLLO,2022-10-30,2022-11-15,TAO|CN,CLL|PE,TAO,CLL
CCSAN,342,W,PE,CLLO,CL,VARO,2022-11-16,2022-11-23,CLL|PE,VAP|CL,CLL,VAP
CCTA,1373,S,US,PERS,PE,CLLO,2022-09-06,2022-09-16,PEF|US,CLL|PE,PEF,CLL
CCTA,1376,S,US,PERS,PE,CLLO,2023-01-10,2023-01-20,PEF|US,CLL|PE,PEF,CLL
CCTA,1478,S,US,PERS,PE,CLLO,2023-04-04,2023-04-15,PEF|US,CLL|PE,PEF,CLL
CCTA,1483,S,US,PERS,PE,CLLO,2023-10-31,2023-11-10,PEF|US,CLL|PE,PEF,CLL
CCTA,1485,S,US,NWAK,PE,CLLO,2024-01-18,2024-02-02,EWR|US,CLL|PE,EWR,CLL
CCTA,1374,SB,US,PERS,PE,CLLO,2022-10-19,2022-11-09,PEF|US,CLL|PE,PEF,CLL
CCTA,1375,SB,US,PERS,PE,CLLO,2022-11-29,2022-12-09,PEF|US,CLL|PE,PEF,CLL
CCTA,1477,NB,CO,BVEA,PE,CLLO,2023-01-28,2023-02-01,BUN|CO,CLL|PE,BUN,CLL
CCTA,1477,NB,PE,CLLO,CO,BVEA,2023-02-02,2023-02-05,CLL|PE,BUN|CO,CLL,BUN
CCTA,1479,S,US,PERS,PE,CLLO,2023-05-16,2023-05-26,PEF|US,CLL|PE,PEF,CLL
CCTA,478,N,PE,CLLO,US,NYOK,2023-03-16,2023-03-28,CLL|PE,NYC|US,CLL,NYC
CCTA,478,N,US,NYOK,PE,CLLO,2023-02-27,2023-03-15,NYC|US,CLL|PE,NYC,CLL
CCTA,479,N,PE,CLLO,US,NYOK,2023-04-27,2023-05-10,CLL|PE,NYC|US,CLL,NYC
CCTA,479,N,US,NYOK,PE,CLLO,2023-04-11,2023-04-26,NYC|US,CLL|PE,NYC,CLL
CCTA,481,N,PE,CLLO,US,NYOK,2023-07-22,2023-08-03,CLL|PE,NYC|US,CLL,NYC
CCTA,481,N,US,NYOK,PE,CLLO,2023-07-05,2023-07-19,NYC|US,CLL|PE,NYC,CLL
CCTA,1477,S,US,PERS,PE,CLLO,2023-02-21,2023-03-03,PEF|US,CLL|PE,PEF,CLL
CCTA,1478,N,PE,CLLO,US,NYOK,2023-03-16,2023-03-29,CLL|PE,NYC|US,CLL,NYC
CCTA,1478,N,US,NYOK,PE,CLLO,2023-03-02,2023-03-15,NYC|US,CLL|PE,NYC,CLL
CCTA,1478,S,US,PERS,PE,CLLO,2023-04-04,2023-04-14,PEF|US,CLL|PE,PEF,CLL
CCTA,1480,S,PA,MANO,PE,CLLO,2023-07-02,2023-07-08,MIT|PA,CLL|PE,MIT,CLL
CCTA,1480,S,US,PERS,PA,MANO,2023-06-27,2023-07-02,PEF|US,MIT|PA,PEF,MIT
CCTA,1480,N,BR,SNTS,PE,CLLO,2023-05-10,2023-06-08,SSZ|BR,CLL|PE,SSZ,CLL
CCTA,1480,N,PE,CLLO,BR,SNTS,2023-06-09,2023-07-06,CLL|PE,SSZ|BR,CLL,SSZ
CCTA,1481,S,US,PERS,PE,CLLO,2023-08-08,2023-08-18,PEF|US,CLL|PE,PEF,CLL
CCTA,1481,N,BR,SNTS,PE,CLLO,2023-06-21,2023-07-19,SSZ|BR,CLL|PE,SSZ,CLL
CCTA,1481,N,PE,CLLO,BR,SNTS,2023-07-20,2023-08-17,CLL|PE,SSZ|BR,CLL,SSZ
CCTA,1482,N,BR,SNTS,PE,CLLO,2023-06-02,2023-08-31,SSZ|BR,CLL|PE,SSZ,CLL
CCTA,1482,N,PE,CLLO,BR,SNTS,2023-09-01,2023-09-29,CLL|PE,SSZ|BR,CLL,SSZ
CCTA,1484,NB,CO,BVEA,PE,CLLO,2023-11-18,2023-11-22,BUN|CO,CLL|PE,BUN,CLL
CCTA,1484,NB,PE,CLLO,CO,BVEA,2023-11-23,2023-11-27,CLL|PE,BUN|CO,CLL,BUN
CCTA,1586,NB,CO,BVEA,PE,CLLO,2024-02-09,2024-02-13,BUN|CO,CLL|PE,BUN,CLL
CCTA,1586,NB,PE,CLLO,CO,BVEA,2024-02-14,2024-02-18,CLL|PE,BUN|CO,CLL,BUN
CCTA,479,N,ES,VENA2,PE,CLLO,2023-03-24,2023-04-26,VLC|ES,CLL|PE,VLC,CLL
CCTA,479,N,PE,CLLO,ES,VENA2,2023-04-27,2023-05-29,CLL|PE,VLC|ES,CLL,VLC
CCTA,485,N,CO,BVEA,PE,CLLO,2023-12-30,2024-01-03,BUN|CO,CLL|PE,BUN,CLL
CCTA,485,N,PE,CLLO,CO,BVEA,2024-01-04,2024-01-08,CLL|PE,BUN|CO,CLL,BUN
CCTA,1374,N,CL,SNTO,PE,CLLO,2022-10-22,2022-10-28,SAI|CL,CLL|PE,SAI,CLL
CCTA,1374,N,PE,CLLO,CL,SNTO,2022-10-29,2022-11-04,CLL|PE,SAI|CL,CLL,SAI
CCTA,374,N,PE,CLLO,US,NYOK,2022-09-29,2022-10-14,CLL|PE,NYC|US,CLL,NYC
CCTA,374,N,US,NYOK,PE,CLLO,2022-09-11,2022-09-28,NYC|US,CLL|PE,NYC,CLL
CCTA,376,N,PE,CLLO,US,NYOK,2022-12-21,2023-01-05,CLL|PE,NYC|US,CLL,NYC
CCTA,376,N,US,NYOK,PE,CLLO,2022-12-15,2022-12-20,NYC|US,CLL|PE,NYC,CLL
CCTA,1372,N,PE,CLLO,US,NYOK,2022-07-05,2022-07-19,CLL|PE,NYC|US,CLL,NYC
CCTA,1372,N,US,NYOK,PE,CLLO,2022-06-16,2022-07-05,NYC|US,CLL|PE,NYC,CLL
CCTA,1375,N,PE,CLLO,US,NYOK,2022-11-10,2022-11-26,CLL|PE,NYC|US,CLL,NYC
CCTA,1375,N,US,NYOK,PE,CLLO,2022-10-26,2022-11-09,NYC|US,CLL|PE,NYC,CLL
CCTA,1376,N,PE,CLLO,US,NYOK,2022-12-22,2023-01-04,CLL|PE,NYC|US,CLL,NYC
CCTA,1376,N,US,NYOK,PE,CLLO,2022-12-07,2022-12-21,NYC|US,CLL|PE,NYC,CLL
CCTA,1477,N,BR,SNTS,PE,CLLO,2023-01-14,2023-02-01,SSZ|BR,CLL|PE,SSZ,CLL
CCTA,1477,N,PE,CLLO,BR,SNTS,2023-02-02,2023-03-03,CLL|PE,SSZ|BR,CLL,SSZ
CELST,3238,S,ES,BELA,PE,CLLO,2022-09-18,2022-10-17,BCN|ES,CLL|PE,BCN,CLL
CELST,4210,S,EC,GAQL,PE,CLLO,2023-03-30,2023-04-03,GYE|EC,CLL|PE,GYE,CLL
CELST,4210,S,ES,BELA,EC,GAQL,2023-03-06,2023-03-29,BCN|ES,GYE|EC,BCN,GYE
CELST,4210,S,PE,CLLO,CL,VARO,2025-02-02,2025-02-04,CLL|PE,VAP|CL,CLL,VAP
CELST,3138,S,EC,GAQL,PE,CLLO,2022-10-13,2022-10-17,GYE|EC,CLL|PE,GYE,CLL
CELST,3238,S,PA,MANO,PE,CLLO,2022-10-07,2022-10-17,MIT|PA,CLL|PE,MIT,CLL
CELST,3246,S,EC,GAQL,PE,CLLO,2022-12-08,2022-12-12,GYE|EC,CLL|PE,GYE,CLL
CELST,4226,N,CA,MTRL,PE,CLLO,2023-07-05,2023-07-24,MTR|CA,CLL|PE,MTR,CLL
CELST,4226,N,PE,CLLO,CA,MTRL,2023-07-25,2023-08-15,CLL|PE,MTR|CA,CLL,MTR
CELST,4242,S,EC,GAQL,PE,CLLO,2023-11-09,2023-11-13,GYE|EC,CLL|PE,GYE,CLL
CELST,4242,N,ES,VENA2,PE,CLLO,2023-10-16,2023-11-13,VLC|ES,CLL|PE,VLC,CLL
CELST,4242,N,PE,CLLO,ES,VENA2,2023-11-14,2023-12-12,CLL|PE,VLC|ES,CLL,VLC
CELST,506,N,ES,VENA2,PE,CLLO,2024-02-03,2024-03-04,VLC|ES,CLL|PE,VLC,CLL
CELST,506,N,PE,CLLO,ES,VENA2,2024-03-04,2024-04-04,CLL|PE,VLC|ES,CLL,VLC
CELST,473,S,ES,VENA2,PE,CLLO,2022-07-26,2022-08-21,VLC|ES,CLL|PE,VLC,CLL
CIQU,1,E,HK,HGKG,PE,CLLO,2023-11-24,2023-12-26,HKG|HK,CLL|PE,HKG,CLL
CMAME,4216,S,EC,GAQL,PE,CLLO,2023-05-11,2023-05-15,GYE|EC,CLL|PE,GYE,CLL
CMAME,4216,N,FR,LAVE,PE,CLLO,2023-05-05,2023-05-15,LEH|FR,CLL|PE,LEH,CLL
CMAME,4216,N,PE,CLLO,FR,LAVE,2023-05-16,2023-06-20,CLL|PE,LEH|FR,CLL,LEH
CMAME,512,S,ES,BLBO,PE,CLLO,2024-03-07,2024-04-15,BIO|ES,CLL|PE,BIO,CLL
CMAME,4224,N,CA,MTRL,PE,CLLO,2023-06-06,2023-07-11,MTR|CA,CLL|PE,MTR,CLL
CMAME,4224,N,PE,CLLO,CA,MTRL,2023-07-12,2023-08-16,CLL|PE,MTR|CA,CLL,MTR
CMAME,4240,S,EC,GAQL,PE,CLLO,2023-10-26,2023-10-30,GYE|EC,CLL|PE,GYE,CLL
CMAME,4240,N,ES,VENA2,PE,CLLO,2023-10-04,2023-10-30,VLC|ES,CLL|PE,VLC,CLL
CMAME,4240,N,PE,CLLO,ES,VENA2,2023-10-31,2023-11-26,CLL|PE,VLC|ES,CLL,VLC
CMBAR,21,WCS,TR,MRSN,PE,CLLO,2024-03-23,2024-05-09,MER|TR,CLL|PE,MER,CLL
CMBAR,4136,N,CL,VARO,PE,CLLO,2023-09-22,2023-10-07,VAP|CL,CLL|PE,VAP,CLL
CMBAR,4136,N,PA,CLON1,GT,GALY,2023-10-13,2023-10-18,ONX|PA,GUA|GT,ONX,GUA
CMBAR,4136,N,PE,CLLO,PA,CLON1,2023-10-09,2023-10-13,CLL|PE,ONX|PA,CLL,ONX
CMBAR,4152,S,PA,MANO,PE,CLLO,2024-01-13,2024-01-18,MIT|PA,CLL|PE,MIT,CLL
CMBAR,428,S,CL,VARO,PE,CLLO,2023-08-01,2023-08-04,VAP|CL,CLL|PE,VAP,CLL
CMBAR,428,S,PE,CLLO,CL,VARO,2023-08-05,2023-08-09,CLL|PE,VAP|CL,CLL,VAP
CMBAR,444,N,CL,VARO,PE,CLLO,2023-11-29,2023-12-02,VAP|CL,CLL|PE,VAP,CLL
CMBAR,452,E,CL,VARO,PE,CLLO,2024-01-24,2024-01-27,VAP|CL,CLL|PE,VAP,CLL
CMBAR,508,N,CL,VARO,PE,CLLO,2024-03-20,2024-03-23,VAP|CL,CLL|PE,VAP,CLL
CMBAR,516,E,CL,VARO,PE,CLLO,2024-05-15,2024-05-18,VAP|CL,CLL|PE,VAP,CLL
CMBAR,1436,N,CL,VARO,PE,CLLO,2023-10-04,2023-10-07,VAP|CL,CLL|PE,VAP,CLL
CMBAR,4128,N,CL,VARO,PE,CLLO,2023-08-09,2023-08-12,VAP|CL,CLL|PE,VAP,CLL
CMBAR,4128,N,PE,CLLO,CA,MTRL,2023-08-15,2023-08-30,CLL|PE,MTR|CA,CLL,MTR
CMBAR,4128,N,DE,HBUG,PE,CLLO,2023-07-15,2023-08-12,HAM|DE,CLL|PE,HAM,CLL
CMBAR,4128,N,PE,CLLO,DE,HBUG,2023-08-15,2023-09-10,CLL|PE,HAM|DE,CLL,HAM
CMBAR,4144,N,PA,CLON1,PE,CLLO,2023-11-27,2023-12-02,ONX|PA,CLL|PE,ONX,CLL
CMBAR,4144,N,PE,CLLO,PA,CLON1,2023-12-03,2023-12-08,CLL|PE,ONX|PA,CLL,ONX
CMBAR,428,N,ES,BELA,PE,CLLO,2023-07-10,2023-08-12,BCN|ES,CLL|PE,BCN,CLL
CMBAR,428,N,PE,CLLO,ES,BELA,2023-08-13,2023-09-15,CLL|PE,BCN|ES,CLL,BCN
CMBAR,436,N,ES,VENA2,PE,CLLO,2023-09-14,2023-10-08,VLC|ES,CLL|PE,VLC,CLL
CMBAR,436,N,PE,CLLO,ES,VENA2,2023-10-09,2023-11-02,CLL|PE,VLC|ES,CLL,VLC
CMBAR,444,N,ES,BELA,PE,CLLO,2023-10-30,2023-12-02,BCN|ES,CLL|PE,BCN,CLL
CMBAR,444,N,PE,CLLO,ES,BELA,2023-12-03,2024-01-05,CLL|PE,BCN|ES,CLL,BCN
CMBAR,444,S,CL,VARO,PE,CLLO,2023-11-19,2023-11-23,VAP|CL,CLL|PE,VAP,CLL
CMBAR,444,S,PE,CLLO,CL,VARO,2023-11-24,2023-11-28,CLL|PE,VAP|CL,CLL,VAP
CMBAR,452,S,CL,VARO,PE,CLLO,2024-01-14,2024-01-18,VAP|CL,CLL|PE,VAP,CLL
CMBAR,452,S,PE,CLLO,CL,VARO,2024-01-19,2024-01-23,CLL|PE,VAP|CL,CLL,VAP
CMBAR,508,S,CL,VARO,PE,CLLO,2024-03-10,2024-03-14,VAP|CL,CLL|PE,VAP,CLL
CMBAR,508,S,PE,CLLO,CL,VARO,2024-03-15,2024-03-19,CLL|PE,VAP|CL,CLL,VAP
CMBAR,516,S,CL,VARO,PE,CLLO,2024-05-05,2024-05-09,VAP|CL,CLL|PE,VAP,CLL
CMBAR,516,S,PE,CLLO,CL,VARO,2024-05-09,2024-05-14,CLL|PE,VAP|CL,CLL,VAP
CMBAR,524,S,CL,VARO,PE,CLLO,2024-06-30,2024-07-04,VAP|CL,CLL|PE,VAP,CLL
CMBAR,524,S,PE,CLLO,CL,VARO,2024-07-05,2024-07-09,CLL|PE,VAP|CL,CLL,VAP
CMBAR,428,S,CL,VARO,PE,CLLO,2023-08-01,2023-08-02,VAP|CL,CLL|PE,VAP,CLL
CMBAR,428,S,PE,CLLO,CL,VARO,2023-08-03,2023-08-08,CLL|PE,VAP|CL,CLL,VAP
CMCGOT,435,N,HK,HGKG,PE,CLLO,2023-08-29,2023-09-29,HKG|HK,CLL|PE,HKG,CLL
CMCGOT,1338,S,CN,NNGO,PE,CLLO,2022-09-26,2022-10-31,NGB|CN,CLL|PE,NGB,CLL
CMCGRA,0,V. 1339,CN,NNGO,PE,CLLO,2022-10-03,2022-11-08,NGB|CN,CLL|PE,NGB,CLL
CMLT,345,N,CN,SNZN,PE,CLLO,2022-11-06,2022-12-08,SZX|CN,CLL|PE,SZX,CLL
CNPP,2419,S,ES,VENA2,PE,CLLO,2023-11-27,2023-12-16,VLC|ES,CLL|PE,VLC,CLL
CNPP,2424,SB,ES,VENA2,PE,CLLO,2024-02-07,2024-02-28,VLC|ES,CLL|PE,VLC,CLL
CNPP,510,S,ES,BELA,PE,CLLO,2024-04-24,2024-05-19,BCN|ES,CLL|PE,BCN,CLL
CNPP,1505,e,ES,VENA2,PE,CLLO,2024-04-22,2024-05-19,VLC|ES,CLL|PE,VLC,CLL
CNPP,1505,e,IT,VLIE,ES,VENA2,2024-04-15,2024-04-21,VDL|IT,VLC|ES,VDL,VLC
COAMA,26,E,CN,SNGI,PE,CLLO,2022-06-27,2022-07-22,SHA|CN,CLL|PE,SHA,CLL
COAMA,27,E,CN,SNGI,PE,CLLO,2022-09-05,2022-10-01,SHA|CN,CLL|PE,SHA,CLL
COAMA,31,E,CN,JNGN1,TW,KHIG,2023-04-23,2023-04-28,JMN|CN,KHH|TW,JMN,KHH
COAMA,31,E,CN,SNGI,PE,CLLO,2023-05-08,2023-06-09,SHA|CN,CLL|PE,SHA,CLL
COAMA,31,E,TW,KHIG,CN,SNGI,2023-04-30,2023-05-07,KHH|TW,SHA|CN,KHH,SHA
COAMA,33,E,TW,KHIG,PE,CLLO,2023-09-18,2023-10-27,KHH|TW,CLL|PE,KHH,CLL
COAMA,34,E,TW,KHIG,PE,CLLO,2023-11-27,2024-01-05,KHH|TW,CLL|PE,KHH,CLL
COAMA,36,E,TW,KHIG,PE,CLLO,2024-04-14,2024-05-24,KHH|TW,CLL|PE,KHH,CLL
COAMA,26,E,TW,KHIG,PE,CLLO,2022-06-20,2022-07-22,KHH|TW,CLL|PE,KHH,CLL
COAMA,30,E,CN,SNGI,PE,CLLO,2023-02-26,2023-03-25,SHA|CN,CLL|PE,SHA,CLL
COAMA,30,N,GT,PQUL,PE,CLLO,2023-03-12,2023-03-24,PRQ|GT,CLL|PE,PRQ,CLL
COAMA,30,N,PE,CLLO,GT,PQUL,2023-03-26,2023-04-06,CLL|PE,PRQ|GT,CLL,PRQ
COAMA,32,E,MX,MANO1,PE,CLLO,2023-08-02,2023-08-11,ZLO|MX,CLL|PE,ZLO,CLL
COAMA,32,E,TW,KHIG,MX,MANO1,2023-07-12,2023-08-01,KHH|TW,ZLO|MX,KHH,ZLO
COAR,1341,S,CO,BVEA,PE,CLLO,2022-10-16,2022-10-21,BUN|CO,CLL|PE,BUN,CLL
COAR,1410,N,EC,GAQL,PE,CLLO,2023-03-11,2023-03-15,GYE|EC,CLL|PE,GYE,CLL
COAR,1410,N,PE,CLLO,EC,GAQL,2023-03-16,2023-03-19,CLL|PE,GYE|EC,CLL,GYE
COAR,1419,S,EC,GAQL,PE,CLLO,2023-05-14,2023-05-18,GYE|EC,CLL|PE,GYE,CLL
COAR,1419,S,PE,CLLO,EC,GAQL,2023-05-19,2023-05-22,CLL|PE,GYE|EC,CLL,GYE
COAR,1428,N,MX,MANO1,PE,CLLO,2023-07-18,2023-07-19,ZLO|MX,CLL|PE,ZLO,CLL
